hole_id,Sample_id,depth_from,depth_to,fe,sio2,al2o3,loi,p,,loi,,bin
B42,,24.7,27.75,61.7,0.48,1.57,9.22,0.1,,,,
B42,,27.75,31.4,59.8,0.86,2.67,10.26,0.09,,,,
B42,,31.4,34.15,61.17,0.79,2.27,8.78,0,,,,
B42,,34.15,37.5,60.2,1.14,2.83,9.2,0.08,,,,
B42,,37.5,39.65,56.6,2.52,5.21,10.54,0,,,,
B42,,39.65,41.75,63.1,1.18,1.18,6.92,0.07,,,,
B42,,41.75,43.9,60.5,1.8,2.49,8.7,0.08,,,,
B42,,43.9,47.25,63.4,1,1.14,6.9,0,,,,
B42,,47.25,50.6,63.1,1.2,1.15,7,0,,,,
B42,,50.6,53.05,63.5,0.8,1.8,6.1,0.08,,,,
B42,,53.05,55.8,63.5,1.3,1.44,5.95,0.07,,,,
B42,,55.8,58.55,63.9,1.4,0.83,5.89,0,,,,
B42,,58.55,60.7,64.1,1,0.88,6.46,0.08,,,,
B42,,60.7,61.65,57.8,8.8,2.25,5.9,0,,,,
B42,,61.65,64.05,63.2,1.46,1.68,6,0.07,,,,
B42,,64.05,66.15,62.9,1.2,0.83,7.42,0,,,,
B42,,66.15,68.9,60.4,1.9,3.48,7.6,0.08,,,,
B42,,68.9,71.91,66.4,1.8,0.4,2.5,0,,,,
B42,,71.91,74.01,65.7,1,0.3,4.6,0.08,,,,
B42,,74.01,74.31,66.4,0.8,0.35,3.6,0.07,,,,
B42,,74.31,77.41,65.5,1,0.5,4.5,0,,,,
B42,,77.41,79.56,65.1,1.2,0.48,5,0,,,,
B42,,79.56,82.26,64.91,0.72,0.95,5.15,0,,,,
B42,,82.26,85.06,62.97,1.32,1.72,6.48,0,,,,
B42,,85.06,86.6,60.8,6.9,0.41,5.25,0,,,,
B42,,86.6,88.45,60.7,5.68,0.59,6.48,0.48,,,,
B42,,88.45,90.55,50.5,21,0.65,5.4,0,,,,
B42,,90.55,91.8,54.4,16.4,1.48,3.9,0,,,,
B42,,91.8,93.9,51.09,22.08,0.63,3.76,0,,,,
B42,,93.9,97.6,50.81,21.2,1.26,4.78,0,,,,
B42,,97.6,98.2,50.25,24.02,0.65,3.68,0,,,,
B43,,0,3.05,59.7,1.96,4.49,7.38,0,,,,
B43,,3.05,6.1,57,1.64,5.46,10.6,0.07,,,,
B43,,6.1,9.15,58.2,1.74,4.73,9.5,0,,,,
B43,,9.15,12.8,57.3,2,5.26,9.8,0,,,,
B43,,12.8,14,62,1.4,2,7.5,0.08,,,,
B43,,14,14.9,63.4,0.72,1.96,6.18,0,,,,
B43,,14.9,17.05,62.2,0.56,1.85,8.05,0,,,,
B43,,17.05,17.7,61.6,0.64,1.92,8.9,0.07,,,,
B43,,17.7,18.3,64.8,0.7,0.84,5.4,0,,,,
B43,,18.3,19.85,59.9,1,2.55,10.1,0.09,,,,
B43,,19.85,22.25,62.2,0.8,0.75,9.2,0,,,,
B43,,22.25,25.6,59.5,1.4,3.12,9.7,0.08,,,,
B43,,25.6,26.2,64.05,0.79,0.72,6.65,0,,,,
B43,,26.2,28.05,63.8,0.8,1.78,5.75,0,,,,
B43,,28.05,28.95,63,1.8,2.38,5.2,0.06,,,,
B43,,28.95,32,60.2,1.66,2.94,8.75,0,,,,
B43,,32,33.25,62,1.46,2.46,6.9,0.07,,,,
B43,,33.25,36.9,59.1,1.4,3.19,10.3,0.07,,,,
B43,,36.9,39.6,56.7,2.7,4.62,10.9,0,,,,
B43,,39.6,42.4,59.5,1.4,3.42,9.5,0,,,,
B43,,42.4,43.9,62,1.1,1.85,7.9,0.08,,,,
B43,,43.9,46.35,61.3,1.2,2.14,8.5,0.07,,,,
B43,,46.35,49.2,62,0.9,1.56,8.4,0,,,,
B43,,49.2,49.81,62.2,1.22,1.13,8.3,0.08,,,,
B43,,49.81,52.85,65.9,1,0.74,3.7,0,,,,
B43,,52.85,55.85,63.5,1.58,2.43,4.59,0.1,,,,
B43,,55.85,57.4,62.7,2.18,2.6,4.86,0,,,,
B43,,57.4,60.75,63,1.86,2.12,5.33,0.08,,,,
B43,,60.75,63.5,63,1.96,2.18,5.27,0,,,,
B43,,63.5,66.7,65.29,1.23,1.47,3.68,0,,,,
B43,,66.7,69.72,64.3,2,0.75,5.1,0.08,,,,
B43,,69.72,73.02,63.1,3,0.87,5.6,0,,,,
B43,,73.02,76.4,61.8,4.2,0.9,6.1,0.07,,,,
B43,,76.4,79.7,54.7,14.4,1.2,5.8,0,,,,
B43,,79.7,79.78,53.3,17.86,0.68,5,0.08,,,,
B44,,0,3.05,61.7,3.1,1.7,6.7,0,,,,
B44,,3.05,5.15,63.4,0.8,2.1,6.3,0,,,,
B44,,5.15,8.17,64.9,0.85,2,4.2,0,,,,
B44,,8.17,10.62,65.45,0.9,1.55,3.9,0,,,,
B44,,10.62,13.05,65.8,0.7,1.4,3.8,0,,,,
B44,,13.05,15.5,65.48,0.71,1.4,4.18,0,,,,
B44,,15.5,17.02,65.73,0.7,1.1,4.1,0,,,,
B44,,17.02,18.55,63.07,1.1,2.85,5.8,0,,,,
B44,,18.55,19.8,61.8,1.3,4.52,5.6,0,,,,
B44,,19.8,22.85,63.1,1.3,4.05,4.4,0,,,,
B44,,22.85,24.35,64.3,1,1,6,0,,,,
B44,,24.35,28.05,66.85,0.56,1,2.7,0,,,,
B44,,28.05,30.79,65.9,0.6,1.2,3.9,0,,,,
B44,,30.79,32.92,65,0.66,2.1,4.3,0,,,,
B44,,32.92,35.36,64.2,0.8,1.5,5.8,0,,,,
B44,,35.36,38.41,62.4,1,3.25,6.4,0,,,,
B44,,38.41,41.47,62.7,1.1,2.3,6.8,0,,,,
B44,,41.47,44.5,62.7,1.1,2.52,6.6,0,,,,
B44,,44.5,47.55,62.7,1,1.9,7.3,0,,,,
B44,,47.55,50.3,63,0.92,2.35,6.6,0,,,,
B44,,50.3,52.43,63.15,1.1,2.5,6.04,0,,,,
B44,,52.43,55.15,62.23,1.39,2.22,7.32,0,,,,
B44,,55.15,58.2,62.16,1.1,2.3,7.64,0,,,,
B44,,58.2,61.55,63,1.1,1.5,7.24,0,,,,
B44,,61.55,63.05,62.86,1.4,1.4,7.18,0,,,,
B44,,63.05,65.18,62.87,1.52,1.55,6.94,0,,,,
B44,,65.18,67.28,63.97,1.1,0.93,6.33,0,,,,
B44,,67.28,69.4,52.64,13.86,1.62,9.14,0,,,,
B44,,69.4,71.25,59.64,5.48,1.4,7.77,0,,,,
B44,,71.25,73.75,55.58,7.5,4.2,8.7,0,,,,
B44,,73.75,76.5,53,16.6,1.54,5.55,0,,,,
B44,,76.5,78.05,57.7,10.2,1.44,5.4,0.09,,,,
B45,,0,3.05,55.84,6.07,7.4,6.7,0,,,,
B45,,3.05,4.55,62.54,1.27,3.28,6.16,0,,,,
B45,,4.55,7,62.82,1.07,2.59,6.26,0,,,,
B45,,7,9.45,62.74,1.76,3.25,5.08,0,,,,
B45,,9.45,11,62.82,0.93,3.3,6.07,0,,,,
B45,,11,12.2,50.25,1.97,12.81,13.33,0,,,,
B45,,12.2,14.03,66.86,0.76,1.04,2.39,0,,,,
B45,,14.03,15.55,65.47,0.9,1.46,3.75,0,,,,
B45,,15.55,18.6,66.31,0.95,0.92,3.32,0,,,,
B45,,18.6,21.35,63.65,1.98,2.39,4.47,0,,,,
B45,,21.35,24.37,64.21,1.1,1.34,5.85,0,,,,
B45,,24.37,27.42,64.32,1.32,1.9,4.85,0,,,,
B45,,27.42,29.55,63.95,1.22,1.16,5.92,0,,,,
B45,,29.55,32.6,63.73,1.03,0.96,6.45,0,,,,
B45,,32.6,34.13,64.22,1.18,1.35,5.29,0,,,,
B45,,34.13,36.56,65.89,0.83,0.84,3.75,0,,,,
B45,,36.56,38.36,63.65,1.08,0.92,6.74,0,,,,
B45,,38.36,41.37,64.07,0.96,1.04,6.34,0,,,,
B45,,41.37,44.37,62.26,1.06,0.92,8.84,0,,,,
B45,,44.37,47.12,62.41,1.39,1.39,7.61,0,,,,
B45,,47.12,49.85,62.08,1.34,1.5,8.21,0,,,,
B45,,49.85,52.55,62.26,0.92,0.97,9,0,,,,
B45,,52.55,54.35,62.99,1.07,1.4,7.16,0,,,,
B45,,54.35,56.45,62.26,1.13,1.18,8.5,0,,,,
B45,,56.45,59.2,61.28,1.3,1.92,8.96,0,,,,
B45,,59.2,62.2,62.96,1.2,1,7.64,0,,,,
B45,,62.2,63.75,63.97,1.1,1.93,6.33,0,,,,
B45,,63.75,66.2,63.37,1.07,1.21,6.92,0,,,,
B45,,66.2,68.6,61.7,0.91,1.23,9.38,0,,,,
B45,,68.6,70.45,64.83,1.13,0.97,4.91,0,,,,
B45,,70.45,73.15,65.08,0.98,0.84,4.88,0,,,,
B45,,73.15,74.7,63.23,2.9,2.19,4.24,0,,,,
B45,,74.7,76.2,64.63,1.55,1.25,4.52,0,,,,
B45,,76.2,79.23,65.3,1.2,0.92,4.1,0,,,,
B45,,79.23,81.68,65.6,1.04,1.14,3.6,0,,,,
B45,,81.68,84.08,64.84,1.91,1.28,2.56,0.1,,,,
B45,,84.08,87.18,64.02,2.48,1.07,4.49,0,,,,
B45,,87.18,89.93,64.21,2.77,1.45,3.5,0,,,,
B45,,89.93,92.68,64,0.86,2.24,4.88,0.07,,,,
B45,,92.68,95.43,64.6,1.02,2.8,5.64,0,,,,
B45,,95.43,97.88,64.7,1.2,0.9,5,0,,,,
B45,,97.88,100.33,63.4,1.8,1.14,6,0.09,,,,
B45,,100.33,103.99,62.54,3.84,0.64,5.72,0,,,,
B45,,103.99,106.99,51.37,18.22,2.17,5.94,0,,,,
B45,,106.99,110.04,58.07,7.42,2.53,7.11,0,,,,
B45,,110.04,112.85,61.84,3.7,0.48,7.13,0,,,,
B45,,112.85,116.17,62.82,2.26,0.5,7.48,0,,,,
B45,,116.17,118.92,63.65,2.34,0.58,6.07,0,,,,
B45,,118.92,121.05,63.65,2.04,0.5,6.39,0,,,,
B45,,121.05,123.5,63.91,2.38,0.97,5.06,0,,,,
B45,,123.5,125.9,54.44,14.74,1.09,5.96,0,,,,
B46,,0,3,63.37,3.16,2.54,3.42,0,,,,
B46,,3,4.55,63.84,1.82,2.61,4.07,0,,,,
B46,,4.55,6.67,63.09,3.04,2.55,3.96,0,,,,
B46,,6.67,8.49,61.98,3.05,3.22,5,0,,,,
B46,,8.49,10.34,62.54,3.37,2.76,4.4,0,,,,
B46,,10.34,12.47,64.08,1.21,2.17,4.7,0,,,,
B46,,12.47,15.19,63.93,1.86,2.38,4.25,0,,,,
B46,,15.19,16.71,65.18,1.59,2.46,2.23,0,,,,
B46,,16.71,18.24,58.49,6.37,3.96,5.92,0,,,,
B46,,18.24,21.32,64.44,1.03,1.32,5.3,0,,,,
B46,,21.32,24,64.2,1.02,1.48,5.44,0,,,,
B46,,24,26.41,64.21,1.02,1.48,5.44,0,,,,
B46,,26.41,29.43,64.07,1.2,2.92,8.52,0,,,,
B46,,29.43,37.4,57.23,1.44,4.68,11.87,0,,,,
B46,,37.4,40.1,58.63,1.6,4.38,10.11,0,,,,
B46,,40.1,42.55,60.58,0.66,2.68,9.89,0,,,,
B46,,42.55,44.65,59.88,0.74,3,10.31,0,,,,
B46,,44.65,46.2,58.63,0.94,4.1,10.74,0,,,,
B46,,46.2,48.65,61.42,0.98,3.05,7.94,0,,,,
B46,,48.65,51.1,61.7,1.12,0.92,9.75,0.01,,,,
B46,,51.1,53.25,63.09,0.93,1.67,7,0,,,,
B46,,53.25,54.5,65.1,0.93,1.23,4.5,0,,,,
B46,,54.5,55.75,57.51,5.54,5.43,6.7,0,,,,
B46,,55.75,57.9,63.37,1.06,1.04,7.15,0,,,,
B46,,57.9,60.05,62.24,0.64,2.04,7.4,0,,,,
B46,,60.05,62.8,61.98,1.2,1.25,8.9,0,,,,
B46,,62.8,65.55,62.54,1.16,0.84,8.37,0,,,,
B46,,65.55,68,61.28,1.36,0.88,9.94,0,,,,
B46,,68,71.05,61.56,1.35,0.84,9.64,0,,,,
B46,,71.05,74.1,62.88,1.15,0.92,7.86,0,,,,
B46,,74.1,77.15,62.81,1.44,0.83,7.76,0,,,,
B46,,77.15,79.3,63.37,1.37,0.71,7.16,0,,,,
B46,,79.3,80.8,63.23,1.31,0.5,7.54,0,,,,
B46,,80.8,82.95,63.79,0.9,0.46,3.08,0,,,,
B46,,82.95,83.85,62.82,4.2,0.46,5.5,0,,,,
B46,,83.85,87.2,62.82,4.22,1.88,3.71,0,,,,
B46,,87.2,89.05,59.19,8.09,0.69,6.67,0.06,,,,
B46,,89.05,91.5,44.81,26.58,1.7,7.28,0,,,,
B47,,0,3.37,31.9,20.6,22.29,10.39,0.08,,,,
B47,,3.37,5.17,36.15,16.76,21.07,9.48,0,,,,
B47,,5.17,7.15,53.1,6.12,9.55,6.9,0.08,,,,
B47,,7.15,14.1,42.4,9.64,17,10.9,0,,,,
B47,,14.1,15.62,55.9,1.36,6.14,11.55,0,,,,
B47,,15.62,18.96,56.8,1.08,4.55,12.15,0.09,,,,
B47,,18.96,21.71,57.3,0.56,4.56,11.94,0,,,,
B47,,21.71,25.07,55.7,0.76,5.76,12.83,0,,,,
B47,,25.07,28.42,50,3.16,11.93,12.44,0.08,,,,
B47,,28.42,32.74,50.5,2.64,11.8,12.26,0,,,,
B47,,32.74,37.46,52.6,2.2,9.24,12.1,0.09,,,,
B47,,37.46,40.92,61.6,1.8,6.11,3.2,0,,,,
B47,,40.92,41.84,63.9,0.96,2.52,4.52,0,,,,
B47,,41.84,42.74,64.1,1.16,3.68,2.5,0.09,,,,
B47,,42.74,46.07,60.9,2.02,2.54,7.8,0,,,,
B47,,46.07,48.5,62,1.24,2.1,7.5,0.08,,,,
B47,,48.5,50.92,61,2.1,0.87,9.4,0,,,,
B47,,50.92,53.35,61.9,1.84,1.54,7.6,0.08,,,,
B47,,53.35,56.39,63,1.2,1.86,6.4,0.07,,,,
B47,,56.39,59.41,60.8,0.8,1.82,10,0,,,,
B47,,59.41,62.74,61.4,1,0.8,10,0,,,,
B47,,62.74,65.48,60.5,4.7,1,7.4,0.08,,,,
B47,,65.48,66.39,56,12.2,1.13,6.18,0.09,,,,
B48,,0,4.55,52.2,4.12,10.63,10.6,0.15,,,,
B48,,4.55,8.24,50.2,2.92,13.29,11,0,,,,
B48,,8.24,11.28,58.6,0.44,6.16,9.8,0.1,,,,
B48,,11.28,14.64,60.2,0.34,4.08,8.8,0,,,,
B48,,14.64,16.47,52.3,0.54,12.26,11.41,0,,,,
B48,,16.47,24.39,53.9,0.4,9.91,11.64,0.14,,,,
B48,,24.39,27.45,63,0.7,2.61,5.9,0,,,,
B48,,27.45,30.48,62.44,0.91,3.27,5.81,0,,,,
B48,,30.48,33.22,64.8,0.92,2.9,2.96,0.09,,,,
B48,,33.22,34.44,63.5,0.64,5.43,2.52,0,,,,
B48,,34.44,37.18,65.56,0.6,2.34,2.28,0,,,,
B48,,37.18,39.46,65.48,0.7,2.16,3.89,0,,,,
B48,,39.46,40.98,65.6,0.66,1.42,3.78,0,,,,
B48,,40.98,43.42,65.2,1.08,2,3.1,0.08,,,,
B48,,43.42,45.7,66.1,0.66,1.3,2.35,0.08,,,,
B48,,45.7,48.76,66.6,0.66,1.3,2.35,0.08,,,,
B48,,48.76,52.1,67.28,0.55,0.75,2.24,0,,,,
B48,,52.1,55.15,67.28,0.89,0.67,1.9,0,,,,
B48,,55.15,57.29,66.44,0.84,0.84,3.14,0,,,,
B48,,57.29,58.2,65.33,0.82,0.67,5.06,0,,,,
B48,,58.2,60.33,66.17,1.1,0.71,3.18,0,,,,
B48,,60.33,63.06,64.21,1.04,1.09,5.9,0,,,,
B48,,63.06,65.49,64.49,1,0.73,6,0,,,,
B48,,65.49,68.54,64.18,1.57,1.27,5.13,0,,,,
B48,,68.54,69.45,63.37,1.04,0.71,7.38,0,,,,
B48,,69.45,70.37,59.19,6.01,3.55,4.83,0,,,,
B48,,70.37,71.9,64.77,0.65,0.54,6.06,0,,,,
B48,,71.9,73.42,60.58,7.52,1.5,3.97,0,,,,
B48,,73.42,75.55,58.63,8.23,1.46,6.27,0,,,,
B48,,75.55,78,51.37,21.3,0.67,4.12,0,,,,
B48,,78,79.8,45.78,30.17,1.14,3,0,,,,
B48,,79.8,81.6,53.74,19.22,0.96,2.9,0,,,,
B48,,81.6,82.2,34.2,47.71,0.51,2.49,0,,,,
B49,,0,1.5,63.08,1.75,1.43,6.41,0,,,,
B49,,1.5,3.65,64.06,1.45,1.11,5.57,0,,,,
B49,,3.65,7,65.05,1.18,0.86,4.8,0,,,,
B49,,7,7.6,64.35,1.04,0.86,5.83,0,,,,
B49,,7.6,9.15,64.07,2.13,1.68,4.22,0,,,,
B49,,9.15,12.2,64.56,1.53,1.38,4.51,0,,,,
B49,,12.2,14.9,64.92,1.32,0.83,4.87,0,,,,
B49,,14.9,16.4,64.07,1.33,0.75,6,0,,,,
B49,,16.4,19.15,62.26,3.77,2.13,4.67,0,,,,
B49,,19.15,22.17,61.12,3.82,1.71,5.28,0,,,,
B49,,22.17,24.32,63.79,3.24,1.71,3.53,0,,,,
B49,,24.32,26.45,65.13,2.1,1.34,2.89,0,,,,
B49,,26.45,28.9,64.35,2.85,1.21,3.69,0,,,,
B49,,28.9,31.4,64.35,3.38,0.9,3.45,0,,,,
B49,,31.4,31.7,40.48,39.92,0.56,1.46,0,,,,
B50,,0,3.05,64.77,0.4,2.37,4.37,0,,,,
B50,,3.05,4.55,67.06,0.43,1.13,2.36,0,,,,
B50,,4.55,5.45,66.03,0.52,1.84,2.95,0,,,,
B50,,5.45,6.1,66.09,0.59,1.66,2.83,0,,,,
B50,,6.1,9.15,64.21,1,2.26,4.8,0,,,,
B50,,9.15,10.05,63.44,0.9,1.98,6.25,0,,,,
B50,,10.05,11.25,63.65,1.13,2.17,5.6,0,,,,
B50,,11.25,12.2,64.63,0.97,1.13,5.25,0,,,,
B50,,12.2,14.3,62.96,1.04,2.26,6.43,0,,,,
B50,,14.3,17.05,64.6,0.81,1.34,5.83,0,,,,
B50,,17.05,20.4,63.53,1.91,1.95,5.16,0,,,,
B50,,20.4,23.15,63.37,1.8,1.67,5.85,0,,,,
B50,,23.15,24.7,63.79,1.7,1.63,5.4,0,,,,
B50,,24.7,26.8,64.65,1.41,1,4.86,0,,,,
B50,,26.8,28.95,65.09,0.95,0.95,4.93,0,,,,
B50,,28.95,30.8,64.49,0.7,0.63,6.22,0,,,,
B50,,30.8,33.85,64.21,1.6,0.85,5.52,0,,,,
B50,,33.85,35.95,45.37,31.48,1.58,2.04,0,,,,
B50,,35.95,38.7,42.02,36.8,1.62,1.48,0,,,,
B50,,38.7,47.25,43.83,33.7,1.8,1.78,0,,,,
B51,,0,1.52,54.9,7.52,6.85,6.32,0,,,,
B51,,1.52,4.25,50.2,4.38,12.03,10.8,0.1,,,,
B51,,4.25,6.1,57.1,2.28,8.17,7,0,,,,
B51,,6.1,9.15,59.6,3.35,4.64,6.7,0,,,,
B51,,9.15,12.2,58.77,2.45,6.39,7.43,0,,,,
B51,,12.2,15.22,60.99,1.4,3.49,7.48,0,,,,
B51,,15.22,17.95,59.6,1.14,3.93,9.76,0,,,,
B51,,17.95,21.01,39.64,16.34,14.02,12.52,0,,,,
B51,,21.01,24.62,50.53,8.1,8.24,11.01,0,,,,
B51,,24.62,27.95,61.98,0.83,1.78,8.41,0,,,,
B51,,27.95,30.67,61.14,1.69,2.49,8.26,0,,,,
B51,,30.67,32.78,60.02,1,2.26,10.65,0,,,,
B51,,32.78,35.81,64.49,1.32,1,5.36,0,,,,
B51,,35.81,39.41,63.93,1.44,0.92,5.82,0,,,,
B51,,39.41,42.45,63.93,1.44,0.84,6.01,0,,,,
B51,,42.45,44.87,62.9,1.44,1.15,7.2,0,,,,
B51,,44.87,47.93,62.71,1.01,1.3,7.28,0,,,,
B51,,47.93,50.35,63.37,0.8,1.02,7.25,0,,,,
B51,,50.35,53.39,61.28,2.22,2.36,7.39,0,,,,
B51,,53.39,56.11,62.82,1,1.02,7.93,0,,,,
B51,,56.11,58.21,63.77,1.5,1.18,5.83,0,,,,
B51,,58.21,60.93,62.82,1.57,1.63,6.95,0,,,,
B51,,60.93,62.29,65.33,0.74,0.71,4.87,0,,,,
B51,,62.29,64.69,64.7,0.92,1.71,4.45,0,,,,
B51,,64.69,66.19,64.3,0.86,0.93,5.86,0,,,,
B51,,66.19,68.29,64.3,0.9,0.72,6.1,0,,,,
B51,,68.29,70.99,62.5,2.5,0.98,6.75,0.09,,,,
B51,,70.99,74,62.8,2.6,0.84,6.45,0,,,,
B51,,74,75.52,65,1.4,0.66,4.7,0,,,,
B51,,75.52,75.97,63.5,4.16,0.69,3.99,0,,,,
B51,,75.97,78.38,62.6,4.38,0.61,5.09,0,,,,
B51,,78.38,81.08,63.3,5.1,0.78,3.2,0,,,,
B51,,81.08,81.69,53.2,19.4,0.57,3.55,0,,,,
B51,,81.69,82.89,54.3,20,0.6,1.42,0,,,,
B51,,82.89,83.49,52.8,21.5,1.06,1.58,0,,,,
B52,,0,3.05,55.28,4.08,8.48,8.19,0,,,,
B52,,3.05,5.45,53.18,3.83,10.74,9.05,0,,,,
B52,,5.45,7.9,49.69,4.94,14.08,9.5,0,,,,
B52,,7.9,10.35,46.06,10.83,13.62,9.42,0,,,,
B52,,10.35,13.75,29.87,28.26,15.12,13.55,0,,,,
B52,,13.75,16.2,29.03,23.3,23.06,11.82,0,,,,
B52,,16.2,18.95,26.64,27.2,22.14,12.13,0,,,,
B52,,18.95,21.35,21.75,38.94,16.96,12.67,0,,,,
B52,,21.35,23.45,26.08,28,21.8,12.52,0,,,,
B52,,23.45,26.5,30.85,28.66,15.02,12.18,0,,,,
B52,,26.5,28.65,35.16,23.08,15.04,11.43,0,,,,
B52,,28.65,31.7,22.89,36.82,19.5,10.56,0,,,,
B52,,31.7,35.05,62.4,4.28,3.28,2.85,0,,,,
B52,,35.05,37.5,63.51,4.72,1.99,2.33,0,,,,
B52,,37.5,40.55,58.91,11.78,1.98,1.7,0,,,,
B52,,40.55,42.05,40.47,40.07,0.77,1.07,0,,,,
B52,,42.05,45.7,38.1,42.78,1.79,1.28,0,,,,
B52,,45.7,51.8,36.29,45.51,0.77,1.47,0,,,,
B52,,51.8,54.6,56.67,15.36,1.25,1.95,0,,,,
B52,,54.6,58.25,40.76,38.38,1.04,2.06,0,,,,
B53,,0,0.91,61.5,4.58,3.97,2.7,0,,,,
B53,,0.91,2.44,58.75,4.48,7.03,3.62,0,,,,
B53,,2.44,3.05,62.5,1.6,4.62,3.4,0,,,,
B53,,3.05,4.58,61.16,0.62,5.78,3.48,0,,,,
B53,,4.58,7.01,49.7,8.9,12.48,6.25,0.08,,,,
B53,,7.01,14.3,43.6,9.3,17.25,9.6,0,,,,
B53,,14.3,16.44,62,0.5,3.35,6.5,0,,,,
B53,,16.44,17.64,60.83,0.76,4.21,7.24,0,,,,
B53,,17.64,19.77,59.7,0.44,4.29,9.1,0,,,,
B53,,19.77,22.2,59.3,0.54,5.21,8.6,0,,,,
B53,,22.2,22.82,58.04,2.04,5.25,8.98,0,,,,
B53,,22.82,27.93,57.6,0.84,6.73,9.29,0,,,,
B53,,27.93,30.48,63.7,0.66,2.9,4.75,0.09,,,,
B53,,30.48,34.43,53,3.7,9.06,10.25,0,,,,
B53,,34.43,35.98,62.1,0.52,4.7,6.47,0.08,,,,
B53,,35.98,37.5,59.24,2.81,3.8,7.87,0.08,,,,
B53,,37.5,39.64,64.8,0.68,1.46,4.75,0,,,,
B53,,39.64,41.77,65.3,0.76,0.5,5.15,0.09,,,,
B53,,41.77,44.21,61.7,0.68,1.63,8.96,0,,,,
B53,,44.21,45.73,65.3,0.54,0.52,5.3,0.08,,,,
B53,,45.73,47.25,66.5,1.7,0.84,2,0,,,,
B53,,47.25,49.99,65.5,2.3,2.02,1.36,0,,,,
B53,,49.99,52.73,63.9,2.2,3.22,2.4,0.08,,,,
B53,,52.73,54.25,63.8,2.4,3.62,1.9,0,,,,
B53,,54.25,57.02,65,2.54,2.14,1.67,0.08,,,,
B53,,57.02,59.45,63.1,2,3.35,3.7,0.08,,,,
B53,,59.45,61.26,60,1.96,4,7.4,0,,,,
B53,,61.26,62.17,60,1.6,2.5,9.7,0.07,,,,
B53,,62.17,64.31,65,1.6,2.52,2.3,0,,,,
B53,,64.31,65.21,65.1,1.06,1.68,3.7,0.08,,,,
B53,,65.21,67.33,64.2,1.5,2.44,3.75,0,,,,
B53,,67.33,70.06,61.4,1.24,1.68,8.59,0.07,,,,
B53,,70.06,71.58,61.05,4.06,2.32,5.6,0,,,,
B53,,71.58,74.66,63.7,2.6,2.37,3.43,0,,,,
B53,,74.66,76.79,64.7,1.3,2.16,3.62,0.06,,,,
B53,,76.79,78.93,64.5,0.8,1.01,5.55,0,,,,
B53,,78.93,79.23,64.1,1.2,1.84,4.9,0.07,,,,
B53,,79.23,80.43,63.5,1.35,1.9,5.45,0,,,,
B53,,80.43,80.73,64.2,1.4,1.35,5,0.08,,,,
B53,,80.73,81.98,63.88,1.98,1.93,6.74,0,,,,
B53,,81.98,82.28,64.5,1.84,1.62,3.8,0.07,,,,
B53,,82.28,84.12,56.7,9.1,2.81,6.2,0,,,,
B53,,84.12,85.66,60.68,2.76,2.3,7.63,0,,,,
B53,,85.66,86.86,62.1,4.52,0.84,5.4,0.09,,,,
B53,,86.86,87.46,61,5.1,0.74,0,0,,,,
B54,,0,3.05,44.1,6.4,18.68,10.6,0.09,,,,
B54,,3.05,6.1,46.4,6.08,17.46,8.85,0,,,,
B54,,6.1,9.15,54.6,1,12.32,7.6,0,,,,
B54,,9.15,11.3,60.1,2,6.86,4.2,0.08,,,,
B54,,11.3,13.75,58.2,4.1,7.37,4.2,0,,,,
B54,,13.75,16.15,65.2,1.36,2.4,2.5,0.08,,,,
B54,,16.15,18.9,65,1.04,2.33,3.28,0.08,,,,
B54,,18.9,21.35,66.5,0.74,2.23,1.53,0,,,,
B54,,21.35,22.9,65.9,1.02,2.39,1.75,0,,,,
B54,,22.9,23.8,65.2,1,2.11,3.05,0.09,,,,
B54,,23.8,26.8,65.5,1.04,2.68,2.21,0,,,,
B54,,26.8,29.6,63.1,3.64,2.05,3.28,0.08,,,,
B54,,29.6,30.2,39.7,39.5,2.1,1.05,0.09,,,,
B55,,0,5.81,50.5,4.58,10.55,11.55,0.09,,,,
B55,,5.81,12.99,50.4,2,12.43,12.2,0,,,,
B55,,12.99,21.33,33.2,16,23.77,11.25,0.09,,,,
B55,,21.33,24.38,61.34,1.13,3.38,7.25,0,,,,
B55,,24.38,27.43,62.37,1.03,2.15,7.06,0,,,,
B55,,27.43,30.5,62.76,0.9,2.13,6.71,0,,,,
B55,,30.5,33.2,62.23,0.72,1.83,7.73,0,,,,
B55,,33.2,36.6,62.8,1.3,0.55,8,0,,,,
B55,,36.6,39,60.28,1,4.11,7.95,0,,,,
B55,,39,41.15,63.8,0.8,1.66,5.7,0.09,,,,
B55,,41.15,44.2,62.81,1.01,2.54,5.99,0,,,,
B55,,44.2,45.4,63.82,0.87,2.03,5.27,0,,,,
B55,,45.4,46.35,66.3,0.9,1.39,2.49,0.06,,,,
B55,,46.35,48.8,61.79,2.34,2.02,6.69,0,,,,
B55,,48.8,51.85,60.2,2.8,1.21,9.5,0.07,,,,
B55,,51.85,54.9,63.3,1.68,1.01,6.29,0.07,,,,
B55,,54.9,56.4,62.3,2.04,1.65,6.72,0,,,,
B55,,56.4,57,63.2,1.18,1.19,6.8,0,,,,
B55,,57,58.25,64.44,0.78,1.46,5.12,0,,,,
B55,,58.25,58.85,62.3,1.08,0.91,8.5,0.08,,,,
B55,,58.85,61.3,64.6,1.38,0.62,5.3,0,,,,
