hole_id,Sample_id,depth_from,depth_to,lcode
B34,,55.8,58.15,10
B34,,58.15,59.45,8
B35,,0,1.5,5
B35,,1.5,4.55,5
B35,,4.55,6.4,5
B35,,6.4,8.55,5
B35,,8.55,9.15,5
B35,,9.15,9.75,5
B35,,9.75,11.65,5
B35,,11.65,12.85,5
B35,,12.85,15.3,7
B35,,15.3,18.7,7
B35,,18.7,22.01,7
B35,,22.01,23.84,6
B35,,23.84,26.86,6
B35,,26.86,29.93,8
B35,,29.93,32.35,8
B35,,32.35,33.85,8
B35,,33.85,34.3,8
B36,,0,1.2,6
B36,,1.2,4.55,6
B36,,4.55,7.6,6
B36,,7.6,10.45,6
B36,,10.45,15.25,6
B36,,15.25,20.1,6
B36,,20.1,24.1,6
B36,,24.1,26.25,6
B36,,26.25,29,6
B36,,29,30.5,7
B36,,30.5,32.05,7
B36,,32.05,33.55,7
B36,,33.55,34.5,7
B36,,34.5,37.55,6
B36,,37.55,39.07,6
B36,,39.07,40.6,6
B36,,40.6,43.63,10
B36,,43.63,46.4,10
B36,,46.4,48.8,10
B36,,48.8,51.2,10
B36,,51.2,51.8,10
B36,,51.8,54,6
B36,,54,57.05,2
B36,,57.05,60.12,2
B36,,60.12,61.05,2
B36,,61.05,61.96,2
B36,,61.96,63.78,10
B36,,63.78,65.65,10
B36,,65.65,68.68,10
B36,,68.68,71.7,8
B36,,71.7,73.53,8
B36,,73.53,77.16,8
B36,,77.16,79.9,8
B36,,79.9,81.45,8
B37,,0,1.85,4
B37,,1.85,2.45,4
B37,,2.45,4.85,4
B37,,4.85,7,4
B37,,7,8.5,4
B37,,8.5,11.85,1
B37,,11.85,13.4,1
B37,,13.4,16.15,1
B37,,16.15,19.2,1
B37,,19.2,20.7,1
B37,,20.7,23.5,2
B37,,23.5,26.2,2
B37,,26.2,28.95,2
B37,,28.95,31.4,2
B37,,31.4,34.12,10
B37,,34.12,35.95,10
B37,,35.95,38.09,10
B37,,38.09,41.16,8
B37,,41.16,42.06,8
B38A,,0,3.05,1
B38A,,3.05,4.25,1
B38A,,4.25,6.4,1
B38A,,6.4,8.8,1
B38A,,8.8,12.2,1
B38A,,12.2,14,1
B38A,,14,16.75,1
B38A,,16.75,20.1,1
B38A,,20.1,23.15,1
B38A,,23.15,25.6,1
B38A,,25.6,28.95,1
B38A,,28.95,31.1,1
B38A,,31.1,34.15,1
B38A,,34.15,37.15,1
B38A,,37.15,40.25,1
B38A,,40.25,43.55,1
B38A,,43.55,45.75,1
B38A,,45.75,49.1,1
B38A,,49.1,51.85,1
B38A,,51.85,53.35,1
B38A,,53.35,56.4,1
B38A,,56.4,59.45,10
B38A,,59.45,60.05,8
B38A,,60.05,62.5,8
B39B,,0,2.12,4
B39B,,2.12,5.82,9
B39B,,5.82,8.66,3
B39B,,8.66,11.29,9
B39B,,11.29,14.32,9
B39B,,14.32,16.75,9
B39B,,16.75,17.81,9
B39B,,17.81,19.8,9
B39B,,19.8,21.32,9
B39B,,21.32,22.85,1
B39B,,22.85,24.35,1
B39B,,24.35,26.37,7
B39B,,26.37,28.62,1
B39B,,28.62,30.12,1
B39B,,30.12,30.44,1
B39B,,30.44,32.85,1
B39B,,32.85,35.95,1
B39B,,35.95,36.6,1
B39B,,36.6,37.5,1
B39B,,37.5,39.9,1
B39B,,39.9,43.53,1
B39B,,43.53,45.35,1
B39B,,45.35,47.15,1
B39B,,47.15,48.78,1
B39B,,48.78,50.28,1
B39B,,50.28,50.88,1
B39B,,50.88,53.9,1
B39B,,53.9,54.8,1
B39B,,54.8,57.64,1
B39B,,57.64,60.06,1
B39B,,60.06,62.79,1
B39B,,62.79,65.24,1
B39B,,65.24,66.76,1
B39B,,66.76,68.89,10
B39B,,68.89,71.94,10
B39B,,71.94,74.99,10
B39B,,74.99,76.5,10
B39B,,76.5,79.24,10
B39B,,79.24,81.37,10
B39B,,81.37,81.98,10
B39B,,81.98,83.2,8
B39B,,83.2,83.5,8
B39B,,83.5,85.33,8
B40,,0,8.45,4
B40,,8.45,9.65,4
B40,,9.65,12.7,4
B40,,12.7,15.15,4
B40,,15.15,17.6,1
B40,,17.6,18.2,9
B40,,18.2,21.25,1
B40,,21.25,23.4,1
B40,,23.4,26.35,9
B40,,26.35,27.7,2
B40,,27.7,29.8,1
B40,,29.8,31.35,1
B40,,31.35,33.75,1
B40,,33.75,36.78,1
B40,,36.78,39.83,1
B40,,39.83,42.88,1
B40,,42.88,46.83,1
B40,,46.83,49.88,1
B40,,49.88,52.35,1
B40,,52.35,53.88,1
B40,,53.88,55.4,1
B40,,55.4,56.93,1
B40,,56.93,59.98,1
B40,,59.98,63.63,1
B40,,63.63,66.68,1
B40,,66.68,69.43,1
B40,,69.43,71.83,1
B40,,71.83,74.88,2
B40,,74.88,76.73,2
B40,,76.73,79.18,2
B40,,79.18,82.5,2
B40,,82.5,85.25,1
B40,,85.25,87.95,1
B40,,87.95,91.6,8
B41,,0,3.05,4
B41,,3.05,6.1,4
B41,,6.1,9.15,9
B41,,9.15,11.3,9
B41,,11.3,11.9,9
B41,,11.9,13.4,9
B41,,13.4,16.25,9
B41,,16.25,18.35,9
B41,,18.35,18.95,9
B41,,18.95,20.75,1
B41,,20.75,22,1
B41,,22,22.9,1
B41,,22.9,25,7
B41,,25,25.6,1
B41,,25.6,25.9,9
B41,,25.9,26.5,9
B41,,26.5,28.95,7
B41,,28.95,30.5,2
B41,,30.5,33.55,2
B41,,33.55,35.55,2
B41,,35.55,38.4,3
B41,,38.4,40.85,3
B41,,40.85,44.2,8
B41,,44.2,47.3,8
B41,,47.3,48.5,8
B41,,48.5,49.75,8
B42,,0,3.05,1
B42,,3.05,4.6,1
B42,,4.6,7.65,1
B42,,7.65,10.65,1
B42,,10.65,13.7,7
B42,,13.7,15.25,7
B42,,15.25,16.45,1
B42,,16.45,18.3,1
B42,,18.3,20.4,1
B42,,20.4,20.7,1
B42,,20.7,22.55,1
B42,,22.55,24.7,1
B42,,24.7,27.75,1
B42,,27.75,31.4,7
B42,,31.4,34.15,7
B42,,34.15,37.5,7
B42,,37.5,39.65,7
B42,,39.65,41.75,7
B42,,41.75,43.9,7
B42,,43.9,47.25,1
B42,,47.25,50.6,1
B42,,50.6,53.05,1
B42,,53.05,55.8,1
B42,,55.8,58.55,1
B42,,58.55,60.7,1
B42,,60.7,61.65,1
B42,,61.65,64.05,1
B42,,64.05,66.15,1
B42,,66.15,68.9,1
B42,,68.9,71.91,2
B42,,71.91,74.01,2
B42,,74.01,74.31,2
B42,,74.31,77.41,1
B42,,77.41,79.56,1
B42,,79.56,82.26,1
B42,,82.26,85.06,1
B42,,85.06,86.6,1
B42,,86.6,88.45,10
B42,,88.45,90.55,8
B42,,90.55,91.8,8
B42,,91.8,93.9,8
B42,,93.9,97.6,8
B42,,97.6,98.2,8
B43,,0,3.05,4
B43,,3.05,6.1,7
B43,,6.1,9.15,7
B43,,9.15,12.8,7
B43,,12.8,14,1
B43,,14,14.9,1
B43,,14.9,17.05,1
B43,,17.05,17.7,1
B43,,17.7,18.3,1
B43,,18.3,19.85,7
B43,,19.85,22.25,7
B43,,22.25,25.6,7
B43,,25.6,26.2,2
B43,,26.2,28.05,2
B43,,28.05,28.95,2
B43,,28.95,32,2
B43,,32,33.25,2
B43,,33.25,36.9,7
B43,,36.9,39.6,7
B43,,39.6,42.4,7
B43,,42.4,43.9,1
B43,,43.9,46.35,1
B43,,46.35,49.2,1
B43,,49.2,49.81,1
B43,,49.81,52.85,1
B43,,52.85,55.85,1
B43,,55.85,57.4,1
B43,,57.4,60.75,1
B43,,60.75,63.5,1
B43,,63.5,66.7,1
B43,,66.7,69.72,1
B43,,69.72,73.02,1
B43,,73.02,76.4,1
B43,,76.4,79.7,8
B43,,79.7,79.78,8
B44,,0,3.05,1
B44,,3.05,5.15,1
B44,,5.15,8.17,1
B44,,8.17,10.62,1
B44,,10.62,13.05,1
B44,,13.05,15.5,1
B44,,15.5,17.02,1
B44,,17.02,18.55,1
B44,,18.55,19.8,7
B44,,19.8,22.85,7
B44,,22.85,24.35,1
B44,,24.35,28.05,1
B44,,28.05,30.79,1
B44,,30.79,32.92,1
B44,,32.92,35.36,1
B44,,35.36,38.41,1
B44,,38.41,41.47,1
B44,,41.47,44.5,1
B44,,44.5,47.55,1
B44,,47.55,50.3,1
B44,,50.3,52.43,1
B44,,52.43,55.15,1
B44,,55.15,58.2,1
B44,,58.2,61.55,1
B44,,61.55,63.05,1
B44,,63.05,65.18,1
B44,,65.18,67.28,1
B44,,67.28,69.4,1
B44,,69.4,71.25,10
B44,,71.25,73.75,10
B44,,73.75,76.5,8
B44,,76.5,78.05,8
B45,,0,3.05,5
B45,,3.05,4.55,4
B45,,4.55,7,4
B45,,7,9.45,4
B45,,9.45,11,4
B45,,11,12.2,7
B45,,12.2,14.03,1
B45,,14.03,15.55,1
B45,,15.55,18.6,1
B45,,18.6,21.35,1
B45,,21.35,24.37,1
B45,,24.37,27.42,2
B45,,27.42,29.55,2
B45,,29.55,32.6,1
B45,,32.6,34.13,1
B45,,34.13,36.56,1
B45,,36.56,38.36,1
B45,,38.36,41.37,1
B45,,41.37,44.37,1
B45,,44.37,47.12,1
B45,,47.12,49.85,1
B45,,49.85,52.55,1
B45,,52.55,54.35,1
B45,,54.35,56.45,1
B45,,56.45,59.2,1
B45,,59.2,62.2,1
B45,,62.2,63.75,1
B45,,63.75,66.2,1
B45,,66.2,68.6,1
B45,,68.6,70.45,1
B45,,70.45,73.15,1
B45,,73.15,74.7,3
B45,,74.7,76.2,3
B45,,76.2,79.23,3
B45,,79.23,81.68,1
B45,,81.68,84.08,1
B45,,84.08,87.18,1
B45,,87.18,89.93,2
B45,,89.93,92.68,1
B45,,92.68,95.43,2
B45,,95.43,97.88,1
B45,,97.88,100.33,1
B45,,100.33,103.99,1
B45,,103.99,106.99,10
B45,,106.99,110.04,10
B45,,110.04,112.85,10
B45,,112.85,116.17,1
B45,,116.17,118.92,1
B45,,118.92,121.05,1
B45,,121.05,123.5,1
B45,,123.5,125.9,8
B46,,0,3,2
B46,,3,4.55,1
B46,,4.55,6.67,2
B46,,6.67,8.49,2
B46,,8.49,10.34,2
B46,,10.34,12.47,1
B46,,12.47,15.19,1
B46,,15.19,16.71,1
B46,,16.71,18.24,1
B46,,18.24,21.32,1
B46,,21.32,24,1
B46,,24,26.41,1
B46,,26.41,29.43,1
B46,,29.43,37.4,7
B46,,37.4,40.1,7
B46,,40.1,42.55,7
B46,,42.55,44.65,7
B46,,44.65,46.2,7
B46,,46.2,48.65,9
B46,,48.65,51.1,9
B46,,51.1,53.25,1
B46,,53.25,54.5,1
B46,,54.5,55.75,1
B46,,55.75,57.9,1
B46,,57.9,60.05,1
B46,,60.05,62.8,1
B46,,62.8,65.55,1
B46,,65.55,68,1
B46,,68,71.05,1
B46,,71.05,74.1,1
B46,,74.1,77.15,1
B46,,77.15,79.3,1
B46,,79.3,80.8,1
B46,,80.8,82.95,10
B46,,82.95,83.85,10
B46,,83.85,87.2,10
B46,,87.2,89.05,10
B46,,89.05,91.5,8
B47,,0,3.37,5
B47,,3.37,5.17,5
B47,,5.17,7.15,5
B47,,7.15,14.1,5
B47,,14.1,15.62,4
B47,,15.62,18.96,4
B47,,18.96,21.71,7
B47,,21.71,25.07,7
B47,,25.07,28.42,7
B47,,28.42,32.74,7
B47,,32.74,37.46,7
B47,,37.46,40.92,7
B47,,40.92,41.84,2
B47,,41.84,42.74,2
B47,,42.74,46.07,1
B47,,46.07,48.5,1
B47,,48.5,50.92,1
B47,,50.92,53.35,1
B47,,53.35,56.39,1
B47,,56.39,59.41,1
B47,,59.41,62.74,1
B47,,62.74,65.48,10
B47,,65.48,66.39,8
B48,,0,4.55,5
B48,,4.55,8.24,5
B48,,8.24,11.28,4
B48,,11.28,14.64,4
B48,,14.64,16.47,4
B48,,16.47,24.39,7
B48,,24.39,27.45,9
B48,,27.45,30.48,9
B48,,30.48,33.22,2
B48,,33.22,34.44,2
B48,,34.44,37.18,1
B48,,37.18,39.46,1
B48,,39.46,40.98,1
B48,,40.98,43.42,1
B48,,43.42,45.7,3
B48,,45.7,48.76,3
B48,,48.76,52.1,3
B48,,52.1,55.15,3
B48,,55.15,57.29,3
B48,,57.29,58.2,2
B48,,58.2,60.33,2
B48,,60.33,63.06,2
B48,,63.06,65.49,2
B48,,65.49,68.54,2
B48,,68.54,69.45,2
B48,,69.45,70.37,2
B48,,70.37,71.9,1
B48,,71.9,73.42,10
B48,,73.42,75.55,10
B48,,75.55,78,10
B48,,78,79.8,10
B48,,79.8,81.6,8
B48,,81.6,82.2,8
B49,,0,1.5,1
B49,,1.5,3.65,1
B49,,3.65,7,2
B49,,7,7.6,2
B49,,7.6,9.15,2
B49,,9.15,12.2,1
B49,,12.2,14.9,1
B49,,14.9,16.4,1
B49,,16.4,19.15,10
B49,,19.15,22.17,10
B49,,22.17,24.32,10
B49,,24.32,26.45,3
B49,,26.45,28.9,3
B49,,28.9,31.4,3
B49,,31.4,31.7,8
B50,,0,3.05,2
B50,,3.05,4.55,2
B50,,4.55,5.45,2
B50,,5.45,6.1,2
B50,,6.1,9.15,2
B50,,9.15,10.05,1
B50,,10.05,11.25,2
B50,,11.25,12.2,1
B50,,12.2,14.3,2
B50,,14.3,17.05,1
B50,,17.05,20.4,1
B50,,20.4,23.15,2
B50,,23.15,24.7,2
B50,,24.7,26.8,2
B50,,26.8,28.95,2
B50,,28.95,30.8,2
B50,,30.8,33.85,2
B50,,33.85,35.95,8
B50,,35.95,38.7,8
B50,,38.7,47.25,8
B51,,0,1.52,5
B51,,1.52,4.25,5
B51,,4.25,6.1,4
B51,,6.1,9.15,4
B51,,9.15,12.2,4
B51,,12.2,15.22,1
B51,,15.22,17.95,1
B51,,17.95,21.01,6
B51,,21.01,24.62,6
B51,,24.62,27.95,1
B51,,27.95,30.67,1
B51,,30.67,32.78,1
B51,,32.78,35.81,1
B51,,35.81,39.41,1
B51,,39.41,42.45,1
B51,,42.45,44.87,1
B51,,44.87,47.93,1
B51,,47.93,50.35,1
B51,,50.35,53.39,1
B51,,53.39,56.11,1
B51,,56.11,58.21,2
B51,,58.21,60.93,1
B51,,60.93,62.29,2
B51,,62.29,64.69,1
B51,,64.69,66.19,1
B51,,66.19,68.29,1
B51,,68.29,70.99,1
B51,,70.99,74,1
B51,,74,75.52,2
B51,,75.52,75.97,10
B51,,75.97,78.38,10
B51,,78.38,81.08,2
B51,,81.08,81.69,8
B51,,81.69,82.89,8
B51,,82.89,83.49,8
B52,,0,3.05,1
B52,,3.05,5.45,2
B52,,5.45,7.9,2
B52,,7.9,10.35,1
B52,,10.35,13.75,2
B52,,13.75,16.2,2
B52,,16.2,18.95,6
B52,,18.95,21.35,6
B52,,21.35,23.45,6
B52,,23.45,26.5,6
B52,,26.5,28.65,6
B52,,28.65,31.7,6
B52,,31.7,35.05,10
B52,,35.05,37.5,10
B52,,37.5,40.55,10
B52,,40.55,42.05,8
B52,,42.05,45.7,8
B52,,45.7,51.8,8
B52,,51.8,54.6,8
B52,,54.6,58.25,8
B53,,0,0.91,4
B53,,0.91,2.44,4
B53,,2.44,3.05,4
B53,,3.05,4.58,4
B53,,4.58,7.01,5
B53,,7.01,14.3,5
B53,,14.3,16.44,4
B53,,16.44,17.64,9
B53,,17.64,19.77,9
B53,,19.77,22.2,9
B53,,22.2,22.82,9
B53,,22.82,27.93,7
B53,,27.93,30.48,7
B53,,30.48,34.43,7
B53,,34.43,35.98,2
B53,,35.98,37.5,2
B53,,37.5,39.64,2
B53,,39.64,41.77,2
B53,,41.77,44.21,2
B53,,44.21,45.73,2
B53,,45.73,47.25,2
B53,,47.25,49.99,2
B53,,49.99,52.73,3
B53,,52.73,54.25,3
B53,,54.25,57.02,3
B53,,57.02,59.45,2
B53,,59.45,61.26,1
B53,,61.26,62.17,1
B53,,62.17,64.31,2
B53,,64.31,65.21,2
B53,,65.21,67.33,2
B53,,67.33,70.06,2
B53,,70.06,71.58,2
B53,,71.58,74.66,2
B53,,74.66,76.79,2
B53,,76.79,78.93,2
B53,,78.93,79.23,2
B53,,79.23,80.43,2
B53,,80.43,80.73,2
B53,,80.73,81.98,2
B53,,81.98,82.28,2
B53,,82.28,84.12,10
B53,,84.12,85.66,10
B53,,85.66,86.86,10
B53,,86.86,87.46,8
B54,,0,3.05,5
B54,,3.05,6.1,5
B54,,6.1,9.15,5
B54,,9.15,11.3,4
B54,,11.3,13.75,4
B54,,13.75,16.15,2
B54,,16.15,18.9,2
B54,,18.9,21.35,2
B54,,21.35,22.9,2
B54,,22.9,23.8,2
B54,,23.8,26.8,2
B54,,26.8,29.6,10
B54,,29.6,30.2,8
B55,,0,5.81,7
B55,,5.81,12.99,7
B55,,12.99,21.33,6
B55,,21.33,24.38,1
B55,,24.38,27.43,1
B55,,27.43,30.5,1
B55,,30.5,33.2,1
B55,,33.2,36.6,1
B55,,36.6,39,1
B55,,39,41.15,1
B55,,41.15,44.2,2
B55,,44.2,45.4,2
B55,,45.4,46.35,2
B55,,46.35,48.8,1
B55,,48.8,51.85,1
B55,,51.85,54.9,1
B55,,54.9,56.4,1
B55,,56.4,57,1
B55,,57,58.25,2
B55,,58.25,58.85,2
B55,,58.85,61.3,2
B55,,61.3,64.65,2
B55,,64.65,67.7,2
B55,,67.7,69.85,2
B55,,69.85,70.15,8
B56,,0,3.05,5
B56,,3.05,5.45,5
B56,,5.45,6.1,5
B56,,6.1,7.65,5
B56,,7.65,8.55,4
B56,,8.55,11.9,4
B56,,11.9,14.65,6
B56,,14.65,16.8,3
B56,,16.8,19.85,10
B56,,19.85,21.35,10
B56,,21.35,21.55,8
B57,,0,2.45,5
B57,,2.45,4.85,5
B57,,4.85,7.6,4
B57,,7.6,10.65,1
B57,,10.65,13.7,2
B57,,13.7,16.75,2
B57,,16.75,19.2,2
B57,,19.2,21.35,2
B57,,21.35,22.85,2
B57,,22.85,25.9,2
B57,,25.9,28.95,2
B57,,28.95,30.5,1
B57,,30.5,32.6,1
B57,,32.6,38.99,7
B57,,38.99,39.6,7
B57,,39.6,43.6,7
B57,,43.6,45.75,1
B57,,45.75,53.4,7
B57,,53.4,54.9,3
B57,,54.9,57.95,7
B57,,57.95,61,3
B57,,61,63.45,3
B57,,63.45,66.5,10
B57,,66.5,68.63,10
B57,,68.63,69.85,2
B57,,69.85,70.46,2
B57,,70.46,71.68,2
B57,,71.68,74.73,2
B57,,74.73,77.17,2
B57,,77.17,79.6,2
B57,,79.6,82.35,10
B57,,82.35,85.4,10
B57,,85.4,87.85,8
B57,,87.85,89.4,8
B57,,89.4,90,8
B58,,0,0.6,5
B58,,0.6,3.05,5
B58,,3.05,5.47,4
B58,,5.47,9.15,4
B58,,9.15,12.2,4
B58,,12.2,14.35,1
B58,,14.35,16.5,1
B58,,16.5,17.4,1
B58,,17.4,19.2,2
B58,,19.2,21.35,2
B58,,21.35,24.4,1
B58,,24.4,26.5,2
B58,,26.5,28.05,2
B58,,28.05,30.5,2
B58,,30.5,32,2
B58,,32,35.05,1
B58,,35.05,37.5,1
B58,,37.5,38.1,7
B58,,38.1,38.4,1
B58,,38.4,41.15,1
B58,,41.15,43.85,1
B58,,43.85,47.3,1
B58,,47.3,50,1
B58,,50,52.45,1
B58,,52.45,55.47,1
B58,,55.47,57.95,2
B58,,57.95,61.6,2
B58,,61.6,62.85,2
B58,,62.85,65.55,1
B58,,65.55,67.99,1
B58,,67.99,70.12,1
B58,,70.12,73.47,1
B58,,73.47,76.82,1
B58,,76.82,80.18,1
B58,,80.18,83.2,1
B58,,83.2,85.1,1
B58,,85.1,86,1
B58,,86,88.1,1
B58,,88.1,90.84,2
B58,,90.84,93.89,2
B58,,93.89,96.35,2
B58,,96.35,98.8,2
B58,,98.8,101.85,2
B58,,101.85,102.2,2
B58,,102.2,104.65,2
B58,,104.65,105.85,2
B58,,105.85,109.15,2
B58,,109.15,111.95,2
B58,,111.95,114.98,10
B58,,114.98,115.9,10
B59,,0,1.22,4
B59,,1.22,4.85,4
B59,,4.85,6.7,9
B59,,6.7,10.37,1
B59,,10.37,12.47,1
B59,,12.47,15.77,1
B59,,15.77,16.99,2
B59,,16.99,19.71,2
B59,,19.71,22.16,2
B59,,22.16,23.98,1
B59,,23.98,27.03,1
B59,,27.03,29.8,1
B59,,29.8,32.2,1
B59,,32.2,34.9,1
B59,,34.9,37.6,1
B59,,37.6,40.02,1
B59,,40.02,43.38,1
B59,,43.38,46.08,1
B59,,46.08,48.53,1
B59,,48.53,50.03,1
B59,,50.03,53.06,1
B59,,53.06,55.78,1
B59,,55.78,59.12,2
B59,,59.12,61.24,2
B59,,61.24,63.95,2
B59,,63.95,65.5,2
B59,,65.5,67.97,2
B59,,67.97,69.79,1
B59,,69.79,71.9,2
B59,,71.9,74.34,2
B59,,74.34,77.38,2
B59,,77.38,79.82,2
B59,,79.82,82.88,1
B59,,82.88,85.29,1
B59,,85.29,87.42,1
B59,,87.42,88.48,1
B59,,88.48,90.58,1
B59,,90.58,93.3,1
B59,,93.3,95.74,10
B59,,95.74,97.57,10
B59,,97.57,99.07,10
B59,,99.07,101.47,10
B59,,101.47,103.87,10
B59,,103.87,105.97,2
B59,,105.97,107.79,2
B59,,107.79,110.84,2
B59,,110.84,112.34,2
B59,,112.34,113.56,8
B60,,0,0.3,4
B60,,0.3,3.05,1
B60,,3.05,6.1,1
B60,,6.1,9.15,1
B60,,9.15,12.2,1
B60,,12.2,15.25,1
B60,,15.25,17.05,2
B60,,17.05,18.55,2
B60,,18.55,21.35,1
B60,,21.35,24.1,1
B60,,24.1,26.2,1
B60,,26.2,29.25,1
B60,,29.25,32,1
B60,,32,34.45,1
B60,,34.45,35.95,1
B60,,35.95,38.1,1
B60,,38.1,40.25,1
B60,,40.25,43.9,1
B60,,43.9,46.05,1
B60,,46.05,48.8,1
B60,,48.8,51.85,1
B60,,51.85,54.9,1
B60,,54.9,57.3,1
B60,,57.3,60.35,1
B60,,60.35,62.8,1
B60,,62.8,65.55,1
B60,,65.55,68.6,1
B60,,68.6,71.35,1
B60,,71.35,74.1,1
B60,,74.1,76.5,1
B60,,76.5,78.95,1
B60,,78.95,80.8,8
B60,,80.8,81.4,8
B61,,0,12.43,4
B61,,12.43,13.05,4
B61,,13.05,17.02,7
B61,,17.02,17.62,4
B61,,17.62,18.23,9
B61,,18.23,19.75,9
B61,,19.75,27.98,9
B61,,27.98,30.44,1
B61,,30.44,33.49,1
B61,,33.49,36.22,1
B61,,36.22,38.96,1
B61,,38.96,41.7,1
B61,,41.7,44.75,1
B61,,44.75,47.18,1
B61,,47.18,49.62,1
B61,,49.62,52.67,1
B61,,52.67,55.09,1
B61,,55.09,58.14,1
B61,,58.14,61.19,1
B61,,61.19,62.71,1
B61,,62.71,64.84,1
B61,,64.84,67.88,1
B61,,67.88,70.36,1
B61,,70.36,72.48,1
B61,,72.48,74.62,8
B61,,74.62,76.45,10
B61,,76.45,77.67,8
B62,,0,0.91,4
B62,,0.91,3.96,4
B62,,3.96,6.09,1
B62,,6.09,9.2,1
B62,,9.2,12.2,1
B62,,12.2,13.7,1
B62,,13.7,16.75,1
B62,,16.75,18.55,1
B62,,18.55,21.3,1
B62,,21.3,25.26,7
B62,,25.26,27.7,1
B62,,27.7,30.75,1
B62,,30.75,32.28,1
B62,,32.28,33.53,2
B62,,33.53,34.15,2
B62,,34.15,36.55,1
B62,,36.55,38.1,1
B62,,38.1,39.9,1
B62,,39.9,42.7,1
B62,,42.7,45.75,1
B62,,45.75,46.66,2
B62,,46.66,48.51,2
B62,,48.51,50.33,2
B62,,50.33,53.05,1
B62,,53.05,55.52,1
B62,,55.52,57.94,1
B62,,57.94,60.36,1
B62,,60.36,63.66,1
B62,,63.66,66.41,2
B62,,66.41,69.16,2
B62,,69.16,71.26,2
B62,,71.26,73.42,1
B62,,73.42,76.49,1
B62,,76.49,79.24,1
B62,,79.24,81.04,1
B62,,81.04,83.45,1
B62,,83.45,86.18,1
B62,,86.18,88.59,1
B62,,88.59,89.81,2
B62,,89.81,92.83,8
B63,,0,2.75,1
B63,,2.75,5.15,1
B63,,5.15,6.1,7
B63,,6.1,9.15,1
B63,,9.15,10.95,1
B63,,10.95,14,1
B63,,14,16.75,1
B63,,16.75,18.9,1
B63,,18.9,21.35,1
B63,,21.35,24.1,1
B63,,24.1,25.35,1
B63,,25.35,27.75,1
B63,,27.75,31.4,1
B63,,31.4,32,7
B63,,32,33.85,1
B63,,33.85,36.6,1
B63,,36.6,39.3,1
B63,,39.3,40.85,1
B63,,40.85,43.9,1
B63,,43.9,46.65,1
B63,,46.65,49.7,1
B63,,49.7,52.45,1
B63,,52.45,55.2,1
B63,,55.2,58.25,1
B63,,58.25,61.55,1
B63,,61.55,62.8,1
B63,,62.8,63.4,2
B63,,63.4,64,2
B63,,64,64.9,2
B63,,64.9,68.25,2
B63,,68.25,71.65,2
B63,,71.65,74.7,1
B63,,74.7,77.75,1
B63,,77.75,79.3,1
B63,,79.3,82.35,1
B63,,82.35,84.45,1
B63,,84.45,86.6,10
B63,,86.6,88.45,8
B64,,0,1.21,5
B64,,1.21,3.65,9
B64,,3.65,6.08,9
B64,,6.08,9.11,1
B64,,9.11,12.2,1
B64,,12.2,14.93,9
B64,,14.93,15.54,1
B64,,15.54,17.96,9
B64,,17.96,20.98,1
B64,,20.98,23.99,1
B64,,23.99,27.36,1
B64,,27.36,28.86,1
B64,,28.86,31.29,2
B64,,31.29,32.81,2
B64,,32.81,35.24,1
B64,,35.24,36.78,1
B64,,36.78,37.98,1
B64,,37.98,40.11,1
B64,,40.11,40.72,1
B64,,40.72,43.77,1
B64,,43.77,46.8,1
B64,,46.8,48.92,1
B64,,48.92,51.64,1
B64,,51.64,54.07,1
B64,,54.07,56.19,1
B64,,56.19,58.32,1
B64,,58.32,60.89,1
B64,,60.89,63.61,1
B64,,63.61,66.63,1
B64,,66.63,69.68,1
B64,,69.68,72.68,1
B64,,72.68,75.39,1
B64,,75.39,77.49,1
B64,,77.49,78.99,1
B64,,78.99,80.19,1
B64,,80.19,83.24,1
B64,,83.24,84.74,1
B64,,84.74,87.27,1
B64,,87.27,89.58,1
B64,,89.58,92.03,1
B64,,92.03,92.93,1
B64,,92.93,94.43,1
B64,,94.43,95.95,1
B64,,95.95,97.48,1
B64,,97.48,99.88,1
B65,,0,3.66,5
B65,,3.66,4.57,5
B65,,4.57,6.09,4
B65,,6.09,7.6,4
B65,,7.6,8.85,4
B65,,8.85,11.88,4
B65,,11.88,14.52,9
B65,,14.52,16.96,9
B65,,16.96,18.49,9
B65,,18.49,21.23,2
B65,,21.23,23.67,2
B65,,23.67,25.53,2
B65,,25.53,28.59,2
B65,,28.59,31.33,10
B65,,31.33,32.58,8
B65,,32.58,36.55,8
B66,,0,3.05,0
B66,,3.05,6.1,0
B66,,6.1,7.6,0
B66,,7.6,10.65,0
B66,,10.65,12.2,0
B66,,12.2,14.65,0
B66,,14.65,17.05,0
B66,,17.05,18.3,0
B66,,18.3,19.8,0
B66,,19.8,22.55,0
B66,,22.55,25.6,0
B66,,25.6,28.65,0
B66,,28.65,29.25,3
B66,,29.25,30.5,3
B66,,30.5,33.55,7
B66,,33.55,36.6,3
B66,,36.6,39,3
B66,,39,40.2,3
B66,,40.2,43,9
B66,,43,44.5,3
B66,,44.5,45.11,3
B66,,45.11,46.02,6
B66,,46.02,48.17,3
B66,,48.17,50.61,6
B66,,50.61,53.66,3
B66,,53.66,56.71,3
B66,,56.71,59.16,3
B66,,59.16,61.6,3
B66,,61.6,64.05,3
B66,,64.05,67.1,3
B66,,67.1,70.15,0
B66,,70.15,72.55,0
B66,,72.55,75,0
B66,,75,77.75,0
B66,,77.75,80.8,0
B66,,80.8,82.95,0
